filepath,slice,x,y,label
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/1128.npy,0,30,110,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0052.npy,20,122,148,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0086.npy,8,224,224,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0023.npy,17,133,130,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0079.npy,30,148,77,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0600.npy,8,143,175,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/1128.npy,0,136,173,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0024.npy,17,156,128,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0026.npy,19,147,115,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0320.npy,23,190,216,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0024.npy,17,146,150,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0682.npy,27,66,179,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0028.npy,17,126,126,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0065.npy,22,117,141,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0329.npy,7,145,135,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0061.npy,16,129,154,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0683.npy,10,150,125,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0033.npy,26,136,157,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0320.npy,10,47,229,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0062.npy,12,112,169,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0069.npy,11,135,135,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0050.npy,9,130,175,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0097.npy,16,132,157,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0978.npy,1,222,218,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0055.npy,22,138,147,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0022.npy,17,122,135,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0019.npy,15,122,141,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0189.npy,11,127,233,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0074.npy,21,114,143,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0034.npy,20,132,103,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0086.npy,17,134,164,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0065.npy,24,118,143,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0394.npy,12,113,169,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0012.npy,15,128,140,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0069.npy,11,122,159,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0048.npy,21,144,147,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0093.npy,18,128,140,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0059.npy,16,118,150,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0091.npy,18,148,123,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0057.npy,22,129,154,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0463.npy,9,222,49,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0032.npy,15,150,135,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0093.npy,18,140,124,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0072.npy,13,111,149,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0018.npy,11,115,138,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0057.npy,7,89,49,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0092.npy,15,124,151,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0004.npy,14,128,132,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0013.npy,15,128,152,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0567.npy,14,227,119,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0206.npy,11,243,72,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0087.npy,17,146,138,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0065.npy,23,113,147,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0069.npy,11,137,133,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0096.npy,18,137,133,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0010.npy,18,114,136,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0042.npy,18,149,156,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0079.npy,15,30,212,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0281.npy,8,176,25,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0032.npy,15,143,147,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0083.npy,11,124,134,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0011.npy,20,115,143,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0026.npy,18,143,130,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0329.npy,12,107,108,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0080.npy,21,137,149,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0034.npy,20,128,104,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/1038.npy,9,116,205,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0012.npy,17,130,130,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/1116.npy,9,129,132,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0069.npy,10,123,156,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0037.npy,14,118,155,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0995.npy,6,127,189,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0074.npy,21,130,120,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0048.npy,13,125,156,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0028.npy,14,119,134,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0004.npy,15,138,117,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0040.npy,11,130,122,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0259.npy,5,80,80,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0046.npy,10,136,125,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0033.npy,26,130,167,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0012.npy,17,124,139,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0051.npy,17,118,144,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0093.npy,17,137,132,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0016.npy,22,138,136,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0004.npy,14,125,137,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0189.npy,10,111,193,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0934.npy,23,100,74,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0072.npy,13,130,136,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0567.npy,14,130,217,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0049.npy,16,106,124,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0099.npy,9,132,124,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0016.npy,22,120,156,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0082.npy,15,141,116,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0048.npy,13,142,131,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/1116.npy,9,112,223,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0015.npy,15,125,155,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0037.npy,14,112,161,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0037.npy,14,122,150,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0037.npy,15,124,137,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0004.npy,15,142,107,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0061.npy,18,117,162,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0006.npy,14,117,117,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0016.npy,22,143,123,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0054.npy,20,111,167,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0206.npy,11,119,232,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0091.npy,17,141,132,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0028.npy,17,122,131,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0057.npy,21,119,163,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0055.npy,22,120,172,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0065.npy,23,116,142,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0087.npy,18,137,140,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0047.npy,13,141,129,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0041.npy,16,142,122,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0048.npy,21,191,59,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0004.npy,13,128,136,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0870.npy,5,124,181,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0072.npy,12,148,136,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0096.npy,18,132,140,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0004.npy,14,130,130,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0013.npy,17,134,144,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0139.npy,13,102,62,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0055.npy,22,132,160,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0037.npy,14,110,158,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0029.npy,15,142,102,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0001.npy,11,144,116,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0092.npy,15,117,162,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0050.npy,9,48,200,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0012.npy,15,123,146,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0022.npy,17,117,142,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0032.npy,16,130,151,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0394.npy,12,16,203,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0320.npy,10,234,249,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0015.npy,15,139,134,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0042.npy,18,144,161,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0238.npy,8,222,243,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/1038.npy,9,226,191,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0055.npy,21,128,154,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/1116.npy,9,128,112,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0079.npy,8,16,103,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0600.npy,8,38,184,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0028.npy,15,127,121,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0329.npy,7,135,203,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/1037.npy,7,209,229,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0061.npy,16,133,149,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0146.npy,15,100,158,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0023.npy,16,142,133,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0063.npy,14,129,124,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0146.npy,17,245,172,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0189.npy,11,127,166,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0016.npy,22,132,141,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0026.npy,19,143,122,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0080.npy,20,138,148,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0028.npy,16,123,126,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0041.npy,16,145,115,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0050.npy,11,97,70,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0394.npy,10,129,78,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0420.npy,7,33,166,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0019.npy,15,131,132,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0189.npy,11,174,190,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0035.npy,15,148,143,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0085.npy,16,139,112,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0041.npy,16,150,108,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0079.npy,14,117,154,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0054.npy,21,137,154,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0092.npy,16,120,149,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0019.npy,15,142,118,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0475.npy,17,241,136,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0038.npy,23,110,155,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0048.npy,13,127,154,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0978.npy,1,100,36,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0070.npy,12,111,139,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0026.npy,20,131,135,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0096.npy,19,125,148,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0037.npy,15,121,145,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0021.npy,13,111,134,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0091.npy,17,147,124,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0088.npy,14,135,103,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0028.npy,16,118,132,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0087.npy,16,144,139,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0228.npy,9,98,76,0
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0394.npy,7,133,99,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0081.npy,13,116,144,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0022.npy,16,126,127,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0475.npy,17,99,36,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0005.npy,16,148,108,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0061.npy,18,123,152,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0189.npy,10,44,206,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0092.npy,15,120,159,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0023.npy,16,145,127,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0030.npy,16,122,128,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0063.npy,16,117,137,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0042.npy,18,152,146,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0055.npy,21,131,150,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0074.npy,21,119,135,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0206.npy,11,16,204,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0034.npy,20,127,108,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0037.npy,14,106,159,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0044.npy,13,122,161,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0091.npy,18,142,130,1
C:\Users\heath\projects\uOttawa\classes\MRNet-v1.0/train/sagittal/0079.npy,8,35,194,0
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0040.npy,11,126,129,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0050.npy,18,112,128,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0063.npy,14,121,141,1
C:/Users/heath/OneDrive - University of Ottawa/Courses/BIOM5202/MRNet-v1.0/MRNet-v1.0/train/sagittal\0029.npy,15,120,140,1
